,IPC,AGUASCALIENTES_x,BAJA CALIFORNIA_x,BAJA CALIFORNIA SUR_x,CAMPECHE_x,COAHUILA_x,COLIMA_x,CHIAPAS_x,CHIHUAHUA_x,DISTRITO FEDERAL_x,DURANGO_x,GUANAJUATO_x,GUERRERO_x,HIDALGO_x,JALISCO_x,ESTADO DE MÉXICO_x,MICHOACÁN_x,MORELOS_x,NAYARIT_x,NUEVO LEÓN_x,OAXACA_x,PUEBLA_x,QUERÉTARO_x,QUINTANA ROO_x,SAN LUIS POTOSÍ_x,SINALOA_x,SONORA_x,TABASCO_x,TAMAULIPAS_x,TLAXCALA_x,VERACRUZ_x,YUCATÁN_x,ZACATECAS_x,NACIONAL_x,AGUASCALIENTES_y,BAJA CALIFORNIA_y,BAJA CALIFORNIA SUR_y,CAMPECHE_y,COAHUILA_y,COLIMA_y,CHIAPAS_y,CHIHUAHUA_y,DISTRITO FEDERAL_y,DURANGO_y,GUANAJUATO_y,GUERRERO_y,HIDALGO_y,JALISCO_y,ESTADO DE MÉXICO_y,MICHOACÁN_y,MORELOS_y,NAYARIT_y,NUEVO LEÓN_y,OAXACA_y,PUEBLA_y,QUERÉTARO_y,QUINTANA ROO_y,SAN LUIS POTOSÍ_y,SINALOA_y,SONORA_y,TABASCO_y,TAMAULIPAS_y,TLAXCALA_y,VERACRUZ_y,YUCATÁN_y,ZACATECAS_y,NACIONAL_y,carros
11/2007,-1688.1499999999978,-8.6,31.0,-48.0,-249.49999999999997,12.600000000000001,-118.5,-461.8,1.5999999999999996,-44.3,-8.7,-11.0,-138.3,-64.10000000000001,-30.1,-57.10000000000001,-31.799999999999997,-48.0,-45.5,-5.0,-97.8,-85.1,-19.2,-90.2,-44.6,2.1999999999999993,27.099999999999998,-693.5,-12.3,-16.200000000000003,-120.29999999999998,-116.4,-6.8,-55.4,-3.5999999999999996,-2.8999999999999986,-3.8000000000000007,-2.3000000000000007,-5.299999999999997,0.9000000000000021,-0.7000000000000028,-4.300000000000001,-0.8999999999999986,-3.3999999999999986,-1.7000000000000028,-1.1999999999999993,-1.6000000000000014,-2.3000000000000007,-0.6999999999999993,-2.1000000000000014,-1.4000000000000021,-1.8000000000000007,-4.899999999999999,-1.3000000000000007,-1.6999999999999993,-1.3000000000000007,-2.3000000000000007,-3.1999999999999993,-3.1999999999999993,-4.0,-1.1000000000000014,-3.8999999999999986,-2.0,-1.8999999999999986,-2.6000000000000014,-2.3999999999999986,-2.5,143340.0
12/2007,-233.6899999999987,-2.5,-9.599999999999998,1.4,-17.299999999999997,-16.0,9.399999999999999,-22.2,17.0,-5.3,-1.7999999999999998,-7.8,2.3,-20.8,-3.7,-6.700000000000001,-0.5999999999999996,-0.20000000000000007,-3.4,-10.0,-9.2,-20.9,-9.7,-56.599999999999994,-17.8,13.5,-7.699999999999999,-49.6,-19.5,-2.0,-51.00000000000001,-13.799999999999999,-4.1,-8.799999999999999,-0.7000000000000011,-5.300000000000001,-4.599999999999998,0.10000000000000142,-2.3000000000000007,-1.4000000000000021,-0.8999999999999986,-4.0,0.0,-1.8000000000000007,-0.5,-0.1999999999999993,0.3000000000000007,-1.0,0.1999999999999993,-1.5999999999999979,0.8000000000000007,-2.6999999999999993,-1.0,-1.8999999999999986,-0.20000000000000107,0.3000000000000007,-0.3000000000000007,0.0,-4.600000000000001,-6.1,0.3000000000000007,-1.1999999999999993,0.09999999999999964,-0.1999999999999993,0.10000000000000142,-0.8000000000000007,-1.5,144114.0
01/2008,-743.1900000000023,-0.4,42.49999999999999,11.299999999999999,15.6,4.8,-12.6,50.7,-12.400000000000002,-1.2,-1.9000000000000001,-1.6,-4.3,3.8000000000000007,-3.2,-1.9000000000000001,-8.200000000000001,-0.7,0.0,28.599999999999998,19.9,10.299999999999997,-1.0,19.799999999999997,6.3999999999999995,-31.4,-9.5,200.29999999999998,18.7,-5.199999999999999,-4.699999999999996,23.299999999999997,-1.2,6.1,-1.0999999999999996,-1.4000000000000004,-0.20000000000000284,-0.5,-2.5,-0.8999999999999986,0.0,-1.0999999999999996,-0.8000000000000007,-1.3999999999999986,-1.4999999999999982,-0.5,-1.1999999999999993,-1.0,-0.5999999999999996,0.5999999999999979,-1.1999999999999993,-1.6999999999999993,-4.0,-0.1999999999999993,-1.299999999999999,-1.1999999999999993,-0.6999999999999993,-2.3000000000000007,-1.0,-0.20000000000000107,-0.8999999999999986,-2.900000000000002,-1.5999999999999996,-1.8000000000000007,-0.6000000000000014,-1.3999999999999986,-1.799999999999999,189960.0
02/2008,124.88000000000102,3.1,-28.799999999999997,-12.7,41.099999999999994,-5.5,0.0,-19.300000000000004,-18.8,2.8,0.8999999999999999,1.9,0.0,-7.800000000000001,0.8,0.9000000000000001,0.6000000000000001,0.4,0.0,-24.2,-23.1,-17.9,6.3,-34.5,0.10000000000000142,0.7,-7.5,-143.89999999999998,0.8999999999999986,4.3,-18.6,57.199999999999996,4.0,-8.0,1.9000000000000004,1.700000000000001,0.40000000000000213,2.0,4.599999999999998,-0.6999999999999993,1.3000000000000007,2.5,2.1000000000000014,2.3999999999999986,2.0999999999999996,0.7999999999999972,2.1999999999999993,1.3000000000000007,1.700000000000001,0.10000000000000142,1.3000000000000007,1.0,5.199999999999999,1.6999999999999993,2.3000000000000007,1.3999999999999986,1.9000000000000021,2.5,1.1999999999999993,1.8000000000000007,1.5999999999999979,4.100000000000001,2.9000000000000004,2.3999999999999986,1.8000000000000007,1.6999999999999993,2.700000000000001,190612.0
03/2008,1994.4700000000012,-3.1,-34.5,0.8,-37.599999999999994,6.4,0.0,-17.300000000000004,1.2000000000000002,0.20000000000000018,-1.0999999999999999,-2.3,0.1,10.4,-0.7000000000000001,0.7999999999999998,-0.8,-0.4,0.4,2.3,2.9000000000000004,-5.199999999999999,-4.9,18.1,-5.1000000000000005,0.6000000000000001,-3.1,-51.9,-19.599999999999998,-1.5,-13.700000000000003,-41.199999999999996,-3.3,-5.299999999999999,0.5,2.299999999999999,1.6999999999999993,-0.8000000000000007,1.7000000000000028,-0.10000000000000142,0.09999999999999787,1.9000000000000004,0.5999999999999979,1.200000000000001,8.399999999999999,-6.5,0.0,1.3000000000000007,1.0999999999999996,2.3000000000000007,2.5,0.3000000000000007,1.5,0.6000000000000014,0.6999999999999993,1.1999999999999993,-0.10000000000000142,1.6999999999999993,1.0,2.3999999999999986,-0.8999999999999986,1.3000000000000007,0.29999999999999893,0.40000000000000213,0.3000000000000007,1.1999999999999993,0.8000000000000007,191206.0
04/2008,-631.5800000000017,13.2,-0.8,-0.8,26.099999999999998,9.0,0.0,57.5,-2.3000000000000003,36.3,2.0,3.5999999999999996,11.1,25.700000000000003,4.9,30.200000000000003,11.2,13.9,-0.4,23.4,15.2,69.3,2.0,-28.700000000000003,26.500000000000004,-1.6,-0.4,82.4,47.300000000000004,27.400000000000002,30.300000000000004,-21.9,6.3999999999999995,11.799999999999999,4.100000000000001,2.5999999999999996,2.8999999999999986,2.8000000000000007,4.299999999999997,2.3999999999999986,2.3000000000000007,4.199999999999999,2.6000000000000014,4.1,2.200000000000003,3.5,3.5,3.0,2.799999999999999,2.8999999999999986,1.5999999999999979,2.8999999999999986,4.0,2.5,2.1999999999999993,3.0,1.1999999999999993,3.400000000000002,3.400000000000002,3.700000000000003,2.8999999999999986,3.099999999999998,2.299999999999999,2.6999999999999993,1.3999999999999986,3.6999999999999993,3.599999999999998,191830.0
05/2008,1694.0600000000013,6.400000000000002,0.7,0.0,71.7,55.3,1.4,112.39999999999999,11.2,3.200000000000003,6.9,15.899999999999999,4.200000000000001,11.0,2.3,-6.200000000000003,0.5,26.800000000000004,0.1,22.700000000000003,47.099999999999994,-18.4,19.900000000000002,74.5,22.799999999999997,0.1,0.8,3.8999999999999773,-0.3999999999999986,23.4,24.599999999999994,20.299999999999997,3.5,19.8,1.6999999999999993,1.1999999999999993,1.2000000000000028,2.3000000000000007,3.1000000000000014,1.1000000000000014,0.5,2.900000000000002,0.0,2.0,0.5,1.1000000000000014,0.6999999999999993,1.5999999999999979,-0.09999999999999787,0.6000000000000014,-0.3999999999999986,1.8000000000000007,3.0,0.09999999999999787,0.8999999999999986,1.2000000000000028,1.9000000000000021,2.3000000000000007,2.099999999999998,2.299999999999997,1.6000000000000014,-0.5999999999999979,0.5,2.099999999999998,2.6999999999999993,1.4000000000000021,1.8000000000000007,192480.0
06/2008,-2579.9799999999996,52.6,-0.7,0.0,152.7,-50.5,87.0,228.10000000000002,19.2,110.20000000000002,26.299999999999997,120.60000000000001,192.79999999999998,67.9,179.29999999999998,128.2,139.0,219.0,150.9,-37.7,345.5,249.20000000000002,73.0,101.79999999999998,142.0,16.299999999999997,20.5,158.2,46.2,114.19999999999999,235.39999999999998,163.8,56.300000000000004,85.9,1.1999999999999993,4.400000000000002,3.299999999999997,-2.3000000000000007,2.6000000000000014,0.3999999999999986,-2.3999999999999986,4.899999999999999,-1.4000000000000021,2.8000000000000007,-6.5,4.199999999999999,-1.3999999999999986,-0.5999999999999979,-0.7000000000000028,-1.3000000000000007,-1.5,0.6000000000000014,1.4000000000000021,-1.6999999999999993,-1.8999999999999986,-0.9000000000000021,-0.9000000000000021,-1.7000000000000028,3.5,6.300000000000001,-2.3000000000000007,3.8000000000000007,-1.5999999999999979,-2.299999999999997,-2.0,0.8999999999999986,1.5,193101.0
07/2008,-1894.4700000000012,128.8,1.9,5.1,-175.2,54.400000000000006,254.1,-41.30000000000001,148.9,11.199999999999989,130.7,106.79999999999998,88.30000000000001,47.900000000000006,57.900000000000006,4.599999999999994,92.20000000000002,-8.199999999999989,335.4,131.4,-22.600000000000023,-46.60000000000002,91.00000000000001,-70.6,183.2,219.79999999999998,102.2,-104.19999999999999,250.6,9.700000000000017,-58.5,-97.6,95.5,72.4,-3.3999999999999986,1.6999999999999993,1.7000000000000028,-0.1999999999999993,-2.8000000000000007,-1.0999999999999979,-0.1999999999999993,-3.3999999999999986,-1.1999999999999993,-2.5,-2.0,-1.8000000000000007,-0.6999999999999993,-2.1999999999999993,-0.9999999999999982,-2.0,-2.1000000000000014,-1.8000000000000007,-2.700000000000003,-0.6000000000000014,-0.8000000000000007,-1.6999999999999993,-0.09999999999999787,-1.6999999999999993,-0.8000000000000007,-1.8999999999999986,0.10000000000000142,-1.8000000000000007,-1.1000000000000014,-0.5,-0.5,-2.599999999999998,-1.6000000000000014,193746.0
08/2008,-1210.0299999999988,61.69999999999999,10.7,3.700000000000001,90.30000000000001,133.60000000000002,-178.0,-74.19999999999999,-16.19999999999999,20.69999999999999,66.19999999999999,-38.69999999999999,-0.8000000000000114,-55.7,-32.400000000000006,13.200000000000017,-31.30000000000001,-30.400000000000006,-7.0,30.19999999999999,-149.6,-102.89999999999998,26.5,-78.19999999999999,-153.5,22.30000000000001,37.5,17.5,-162.9,-61.2,-124.69999999999999,-43.099999999999994,37.5,-9.400000000000006,0.8999999999999986,1.3000000000000007,0.1999999999999993,1.3999999999999986,1.0,1.0999999999999979,1.1999999999999993,-0.5,1.3000000000000007,-0.10000000000000142,1.0999999999999979,0.8000000000000007,1.5999999999999979,0.3999999999999986,1.299999999999999,1.0999999999999979,2.200000000000003,1.0999999999999979,1.7000000000000028,1.4000000000000021,1.4000000000000021,1.0,1.5999999999999979,1.6999999999999993,0.20000000000000284,0.1999999999999993,1.3999999999999986,2.1999999999999993,2.400000000000002,1.7999999999999972,1.8000000000000007,0.3999999999999986,0.8000000000000007,194391.0
09/2008,-1402.0900000000001,-184.2,-12.5,90.10000000000001,232.39999999999998,-163.0,90.5,170.2,-59.5,-71.1,-70.39999999999998,-107.30000000000001,-44.39999999999998,56.499999999999986,-43.599999999999994,-72.5,-59.29999999999998,-19.69999999999999,-153.2,103.60000000000002,109.6,101.30000000000001,-107.30000000000001,83.5,81.0,-68.19999999999999,-53.7,427.7,15.5,-6.299999999999997,262.1,131.7,-82.60000000000001,-0.20000000000001705,-0.8999999999999986,-1.0,-0.10000000000000142,-0.8000000000000007,-3.6000000000000014,-0.5999999999999979,-0.6000000000000014,-1.7000000000000028,-0.8000000000000007,-2.099999999999998,-1.0999999999999979,-0.3999999999999986,-1.8000000000000007,-0.10000000000000142,-0.8999999999999986,-0.5999999999999979,-1.4000000000000021,0.10000000000000142,-3.6000000000000014,-1.1999999999999993,-0.9000000000000021,-1.3999999999999986,-0.5999999999999979,-2.3999999999999986,-0.10000000000000142,-0.6999999999999993,-1.1000000000000014,-2.8999999999999986,-1.5000000000000018,-1.7999999999999972,-0.5,-1.1000000000000014,-1.3999999999999986,194969.0
10/2008,-4443.580000000002,-72.1,0.1,-94.0,-192.7,-36.4,-173.9,-261.8,-70.0,-75.89999999999999,-127.60000000000001,-92.5,-61.10000000000002,-80.39999999999999,-125.1,-65.10000000000001,-109.20000000000002,-167.4,-221.0,-214.60000000000002,-220.79999999999998,-126.20000000000002,-103.1,303.0,-173.79999999999998,-157.0,-93.1,-331.9,-151.89999999999998,-97.7,-183.3,-131.5,-106.2,-109.99999999999999,-1.9000000000000021,-3.400000000000002,-1.0999999999999979,-2.1999999999999993,-2.3999999999999986,0.1999999999999993,-1.3999999999999986,-1.5999999999999979,-1.3000000000000007,-1.5,5.199999999999999,-7.199999999999999,-2.099999999999998,-0.7999999999999972,-1.4000000000000004,-1.5,-0.8999999999999986,0.0,-2.3999999999999986,-1.6000000000000014,-1.5999999999999979,-2.200000000000003,-2.6000000000000014,-1.8000000000000007,-5.100000000000001,-3.1000000000000014,-1.6999999999999993,-2.1000000000000014,-1.6999999999999993,-1.9000000000000021,-2.6000000000000014,-1.7999999999999972,-2.1000000000000014,195585.0
11/2008,89.40000000000146,-6.4,33.4,18.700000000000003,-229.1,-8.5,-80.89999999999999,-198.39999999999998,-32.0,-37.7,-34.1,-8.6,-186.39999999999998,-76.89999999999999,-42.9,-34.3,-43.1,-34.0,-103.4,-60.3,-112.0,-113.5,-3.4,-421.2,-121.10000000000001,-33.099999999999994,-1.5,-263.2,-26.900000000000002,-12.7,-150.0,-64.69999999999999,-10.799999999999999,-68.10000000000001,-3.1999999999999993,-4.099999999999998,-4.200000000000003,-2.8000000000000007,-4.0,-1.3999999999999986,-1.4000000000000021,-5.100000000000001,-1.6999999999999993,-4.000000000000002,-9.0,5.899999999999999,-1.200000000000001,-2.900000000000002,-2.4000000000000004,-1.6000000000000014,-1.5,-2.8999999999999986,-3.400000000000002,-1.3000000000000007,-1.4000000000000021,-1.799999999999999,-2.5,-2.3000000000000007,0.6000000000000014,-5.0,-1.8000000000000007,-3.6999999999999993,-1.700000000000001,-2.599999999999998,-3.1999999999999993,-2.8000000000000007,-3.099999999999998,196162.0
12/2008,1845.5999999999985,0.2,78.30000000000001,-11.600000000000001,10.5,2.2,-0.2,8.2,-1.2,0.0,0.19999999999999998,0.5,-3.8,-8.8,-0.5,0.0,0.2,0.0,-1.7,-3.2,-3.5,-11.2,0.0,22.099999999999998,-10.200000000000001,-0.2,-10.6,71.60000000000001,-18.400000000000002,1.0,-28.199999999999996,9.6,-0.19999999999999998,1.0,-1.0999999999999996,-4.800000000000001,-3.599999999999998,-0.09999999999999787,-3.1000000000000014,-2.0,-0.8999999999999986,-2.3999999999999986,-0.5,-1.5999999999999996,-1.0,-1.6999999999999993,-0.40000000000000036,-1.1999999999999993,-0.8000000000000007,-2.5,-1.6999999999999993,-2.700000000000003,-3.1999999999999993,-0.3999999999999986,-0.3999999999999986,-0.6999999999999993,-0.1999999999999993,-1.5999999999999979,-3.6000000000000014,-4.399999999999999,-0.7999999999999972,-2.8000000000000007,-0.5999999999999996,0.1999999999999993,0.1999999999999993,-0.8000000000000007,-2.1000000000000014,196911.0
01/2009,-2815.1800000000003,0.6000000000000001,-108.9,-11.4,16.5,-0.9000000000000001,2.0,13.0,7.499999999999999,13.2,1.9999999999999998,2.1,0.6,17.9,4.2,10.0,6.3999999999999995,2.8,-0.1,10.5,2.1000000000000014,9.8,10.7,34.10000000000001,9.700000000000001,2.5,5.699999999999999,26.299999999999983,4.199999999999999,4.7,12.899999999999999,9.399999999999999,1.5999999999999999,2.4000000000000004,0.7999999999999989,1.3000000000000007,-0.6000000000000014,0.0,0.6000000000000014,1.2999999999999972,0.5,-0.3000000000000007,0.10000000000000142,0.5999999999999996,0.7999999999999989,1.3999999999999986,-0.09999999999999964,0.8999999999999986,-0.1999999999999993,2.6999999999999993,1.5999999999999979,1.0,0.6999999999999993,-0.10000000000000142,0.1999999999999993,0.7999999999999989,-0.1999999999999993,0.3999999999999986,-0.29999999999999716,0.1999999999999993,0.09999999999999787,0.8000000000000007,0.5,-0.5,0.0,0.8000000000000007,0.0,119977.0
02/2009,-1812.9599999999991,-0.8,53.1,0.09999999999999998,-17.299999999999997,-0.19999999999999996,-2.0,-28.5,-7.499999999999999,-6.3999999999999995,-1.9999999999999998,-2.5,2.6999999999999997,-1.3000000000000007,-4.2,-4.8,-5.5,1.4000000000000004,0.0,-1.1999999999999993,10.3,35.3,-9.899999999999999,-39.800000000000004,4.0,-2.5,-1.7000000000000002,-103.89999999999999,8.6,-5.1000000000000005,10.5,-14.2,-1.5,-2.0,1.4000000000000004,-1.3000000000000007,-0.5999999999999979,1.2999999999999972,2.6999999999999993,0.3000000000000007,0.8999999999999986,2.0999999999999996,1.3999999999999986,1.3000000000000007,1.299999999999999,0.40000000000000213,1.0999999999999996,-0.1999999999999993,2.1999999999999993,-0.09999999999999787,1.9000000000000021,0.5,2.400000000000002,1.0,0.5999999999999996,1.3000000000000007,0.5,1.6000000000000014,0.3999999999999986,0.6999999999999993,1.1999999999999993,2.3999999999999986,0.5,1.3000000000000007,0.9000000000000021,1.1999999999999993,1.6000000000000014,120506.0
03/2009,1874.5699999999997,0.8,-55.7,-0.7,-1.0999999999999996,16.2,0.0,10.5,9.200000000000001,1.7999999999999998,2.1,3.6999999999999997,-3.1999999999999997,-11.1,1.0,4.6000000000000005,1.5,-1.8000000000000003,0.0,-4.4,-26.400000000000002,-46.0,3.4000000000000004,-4.300000000000001,0.09999999999999787,1.0,-1.2999999999999998,-4.299999999999997,-8.6,12.3,-39.7,5.6000000000000005,1.1,-3.1999999999999993,2.200000000000001,1.5999999999999996,2.3999999999999986,1.7000000000000028,2.1999999999999993,-0.3000000000000007,0.9000000000000021,2.5000000000000018,1.8000000000000007,2.9999999999999982,2.0,1.1999999999999993,2.1999999999999993,3.1999999999999993,1.6000000000000014,1.5999999999999979,1.5,1.2000000000000028,1.6999999999999993,1.3000000000000007,1.5999999999999996,1.8999999999999986,1.2999999999999972,2.1999999999999993,1.6999999999999993,2.5,1.5,0.9000000000000021,1.700000000000001,1.3999999999999986,1.5,2.0,2.0,121040.0
04/2009,2272.0999999999985,0.30000000000000004,5.6,0.0,3.3999999999999986,0.9000000000000021,0.0,-2.0,-9.8,-2.6999999999999993,-0.5999999999999999,0.5,2.0,-3.3,0.30000000000000004,-6.200000000000001,-0.7000000000000002,1.6999999999999997,0.0,8.6,12.799999999999999,17.0,-3.0,-10.3,-11.7,-1.0,-4.6,28.799999999999997,-1.5,-11.5,19.599999999999998,-7.000000000000001,1.4000000000000001,0.0,1.8000000000000007,1.9000000000000004,0.8000000000000007,2.8999999999999986,3.8000000000000007,0.3000000000000007,2.3000000000000007,2.0,2.3999999999999986,1.7000000000000028,2.1000000000000014,1.3999999999999986,2.700000000000003,1.1000000000000014,2.0,2.6000000000000014,1.8999999999999986,0.5,4.5,2.6000000000000014,2.6999999999999993,2.6000000000000014,2.3000000000000007,3.6000000000000014,1.3000000000000007,2.1000000000000014,2.3000000000000007,4.299999999999997,2.0,2.8999999999999986,3.099999999999998,1.8999999999999986,2.299999999999997,121572.0
05/2009,2432.8600000000006,12.8,-5.3,0.1,11.3,36.699999999999996,8.2,141.1,33.0,35.800000000000004,29.5,37.900000000000006,58.0,69.3,38.7,53.699999999999996,54.7,83.7,15.5,27.4,56.5,61.900000000000006,39.5,74.5,61.2,11.6,10.9,24.200000000000003,87.80000000000001,70.8,34.4,26.499999999999996,24.5,38.400000000000006,2.599999999999998,5.699999999999999,3.8999999999999986,1.1000000000000014,2.8999999999999986,2.0,0.3999999999999986,4.399999999999999,0.20000000000000284,3.3999999999999986,1.5,0.40000000000000213,0.1999999999999993,1.6999999999999993,0.0,0.3000000000000007,0.1999999999999993,2.599999999999998,2.3999999999999986,0.7999999999999972,-0.6999999999999993,0.8000000000000007,1.1000000000000014,1.5,3.8999999999999986,5.800000000000001,1.1000000000000014,2.200000000000003,0.3999999999999986,0.9000000000000021,1.1000000000000014,2.200000000000003,2.700000000000003,122106.0
06/2009,36.67000000000189,72.1,0.40000000000000013,0.8,144.9,-20.4,117.39999999999999,200.9,36.49999999999999,44.599999999999994,45.2,95.10000000000001,180.8,5.1000000000000085,89.4,51.3,77.70000000000002,102.2,234.2,-22.4,169.60000000000002,77.10000000000001,47.599999999999994,85.69999999999999,24.5,60.699999999999996,29.699999999999996,79.80000000000001,-38.400000000000006,52.7,96.89999999999999,78.3,59.7,59.0,0.6999999999999993,0.0,1.0,-0.5,2.5,1.1000000000000014,-0.5,2.3999999999999986,-0.3000000000000007,1.5,0.1999999999999993,-0.10000000000000142,-0.5,0.6999999999999993,-0.1999999999999993,0.09999999999999787,-1.5999999999999979,1.0,2.0,0.0,0.40000000000000213,0.0,0.1999999999999993,0.3999999999999986,2.1000000000000014,1.7999999999999972,-0.10000000000000142,1.5,-0.09999999999999787,0.1999999999999993,-0.3000000000000007,1.0,1.0,122641.0
07/2009,2675.119999999999,-38.2,-1.1,3.1999999999999997,-9.5,-14.099999999999998,29.200000000000017,-154.5,36.5,17.299999999999997,12.200000000000003,-47.20000000000002,-82.80000000000001,-32.900000000000006,18.0,-10.0,18.899999999999977,-84.1,1.4000000000000057,10.700000000000003,-40.0,-15.800000000000011,-28.9,-106.89999999999999,-34.60000000000001,80.8,67.2,-62.30000000000001,-32.1,-56.400000000000006,5.300000000000011,-26.5,-15.5,-4.400000000000006,-2.099999999999998,3.400000000000002,2.3000000000000007,-1.8000000000000007,-0.5,-1.3000000000000007,-1.3999999999999986,-0.7999999999999972,-1.3000000000000007,-1.1999999999999993,-0.1999999999999993,-2.0,-1.1999999999999993,-2.299999999999997,-1.0000000000000018,-2.099999999999998,-2.0,-2.0,-0.1999999999999993,-2.1999999999999993,-0.9000000000000021,-1.8000000000000007,-1.0,-1.3999999999999986,-1.1000000000000014,1.2000000000000028,-1.8000000000000007,-0.3000000000000007,-1.1000000000000014,-1.8000000000000007,-1.6999999999999993,-1.8000000000000007,-0.7000000000000028,123177.0
08/2009,1086.4500000000007,47.7,1.0,32.699999999999996,88.9,1.8000000000000007,28.099999999999994,119.19999999999999,-11.099999999999994,39.400000000000006,32.7,-11.199999999999989,8.599999999999994,50.5,-4.599999999999994,24.400000000000006,-19.599999999999994,96.69999999999999,44.900000000000006,5.299999999999997,8.399999999999977,11.300000000000011,18.000000000000007,15.900000000000006,77.10000000000001,12.400000000000006,-12.299999999999997,133.7,31.800000000000004,20.099999999999994,51.5,40.0,30.299999999999997,20.10000000000001,1.1999999999999993,1.0999999999999979,1.8000000000000007,1.0,1.0,1.3999999999999986,1.2999999999999972,0.3999999999999986,0.8000000000000007,0.3999999999999986,-0.8999999999999986,1.5,0.8999999999999986,1.1999999999999993,0.5000000000000018,1.0,1.2999999999999972,1.6000000000000014,1.1000000000000014,1.1999999999999993,0.8000000000000007,1.1999999999999993,1.3999999999999986,1.1999999999999993,1.2000000000000028,1.0,1.3000000000000007,1.1999999999999993,0.5,0.8000000000000007,1.5,0.6999999999999993,0.9000000000000021,123714.0
09/2009,1102.2900000000009,2.5999999999999943,-0.6,63.2,-61.900000000000006,68.69999999999999,-23.30000000000001,-33.69999999999999,-37.8,84.80000000000001,2.5,118.4,47.60000000000002,150.0,12.399999999999977,93.1,73.70000000000002,121.20000000000002,-80.69999999999999,129.6,54.400000000000034,185.59999999999997,48.39999999999999,36.599999999999994,172.79999999999998,-81.0,-24.900000000000006,2.8000000000000114,157.7,125.4,141.2,-9.199999999999989,10.899999999999991,32.0,-1.1000000000000014,-0.09999999999999787,-1.1999999999999993,0.0,-5.0,-0.1999999999999993,0.20000000000000284,-2.6000000000000014,-1.0,-2.1999999999999993,-0.9000000000000021,-0.3999999999999986,-0.8000000000000007,-0.5,-0.8000000000000007,-0.6000000000000014,-0.29999999999999716,0.09999999999999787,-4.300000000000001,-0.29999999999999716,-0.3999999999999986,-0.8999999999999986,-0.09999999999999787,-1.9000000000000021,0.0,-2.1000000000000014,0.10000000000000142,-3.0,0.0,0.1999999999999993,-0.10000000000000142,-1.5,-1.6000000000000014,124252.0
10/2009,-586.2100000000028,-46.99999999999999,0.29999999999999993,-28.900000000000006,-126.0,-64.8,53.80000000000001,-54.099999999999994,9.299999999999997,-155.70000000000002,-69.30000000000001,-143.8,-76.5,-102.0,-88.89999999999999,-128.39999999999998,-145.60000000000002,-221.70000000000002,-83.70000000000002,-105.19999999999999,-104.20000000000002,-217.29999999999998,-62.8,34.60000000000001,-153.5,63.69999999999999,15.0,-92.30000000000001,-167.0,-147.2,-165.1,-75.5,-74.39999999999999,-64.2,-1.2999999999999972,-7.700000000000003,-3.3000000000000007,-0.9000000000000021,-2.099999999999998,-1.0,-0.9000000000000021,-3.5,0.0,-2.0,-1.3000000000000007,-0.40000000000000213,-0.5999999999999979,-1.0,-0.10000000000000142,-0.6999999999999993,-0.10000000000000142,-1.1999999999999993,-2.6999999999999993,-0.40000000000000213,-0.5,-0.3000000000000007,-1.1999999999999993,-1.5999999999999979,-3.400000000000002,-6.300000000000001,-0.8000000000000007,-2.1000000000000014,-0.40000000000000036,-0.8000000000000007,-1.0,-1.1999999999999993,-2.3000000000000007,124792.0
11/2009,2311.0800000000017,-37.6,11.700000000000001,-70.8,72.70000000000002,-5.300000000000001,-213.4,-103.9,-54.4,-71.39999999999999,-50.0,-53.1,-131.5,-126.9,-59.4,-86.0,-61.400000000000006,-99.5,-84.39999999999999,-13.799999999999997,-144.0,-101.8,-61.0,90.9,-121.29999999999998,-138.79999999999998,-79.89999999999999,96.80000000000001,0.7000000000000028,-61.9,-85.89999999999999,92.4,-12.600000000000001,-52.0,-4.300000000000001,-2.5,-4.300000000000001,-3.0,-5.600000000000001,-0.8000000000000007,-2.0,-4.799999999999999,-2.6000000000000014,-5.199999999999999,-3.3999999999999986,-1.0999999999999979,-3.400000000000002,-3.5,-2.5999999999999996,-3.0,-2.6999999999999993,-2.099999999999998,-5.100000000000001,-2.3999999999999986,-2.8000000000000007,-4.4,-2.6000000000000014,-4.5,-2.5,-3.1999999999999993,-3.5,-4.799999999999997,-2.9000000000000004,-3.799999999999997,-3.099999999999998,-4.300000000000001,-3.8999999999999986,125332.0
12/2009,1163.3600000000006,-7.2,21.200000000000003,10.7,-90.60000000000001,-2.5,13.9,-83.6,-1.6999999999999993,2.7,7.0,12.299999999999999,-5.5,8.0,2.299999999999999,2.3999999999999995,6.1000000000000005,0.6999999999999997,27.599999999999994,-27.400000000000002,17.0,-10.5,14.5,-188.5,36.6,5.1,2.0,-144.0,22.1,2.0,-27.10000000000001,-85.9,-7.5,-10.300000000000004,-1.6000000000000014,-3.6999999999999993,-3.5,-0.3999999999999986,-4.399999999999999,-1.6999999999999993,-0.8000000000000007,-4.0,-0.29999999999999893,-2.200000000000001,-0.9000000000000004,-0.5,-0.29999999999999893,-0.6000000000000014,-0.9000000000000004,0.0,0.5999999999999979,-3.5,-4.4,-0.5,0.09999999999999964,-0.40000000000000036,-0.1999999999999993,-1.6000000000000014,-4.699999999999999,-5.300000000000001,-0.3000000000000007,-5.000000000000002,0.0,-0.8000000000000007,-0.3000000000000007,-1.4000000000000004,-2.3999999999999986,125875.0
