,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,COAHUILA,COLIMA,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,ESTADO DE MÉXICO,MICHOACÁN,MORELOS,NAYARIT,NUEVO LEÓN,OAXACA,PUEBLA,QUERÉTARO,QUINTANA ROO,SAN LUIS POTOSÍ,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATÁN,ZACATECAS,NACIONAL
441,36.6,3.0,6.6,138.7,12.0,187.0,227.8,7.7,49.7,52.6,47.0,142.1,52.0,87.6,68.5,117.4,95.4,95.0,46.1,94.6,101.2,58.9,112.7,58.5,71.3,1.3,326.0,81.5,69.1,225.4,74.1,35.5,67.4
442,0.2,0.7,3.3,52.4,16.2,0.2,57.5,11.2,1.3,3.6,1.8,2.5,21.4,1.4,4.5,1.8,6.3,0.9,40.4,25.0,36.5,7.7,114.5,11.9,4.2,7.4,138.0,53.5,7.1,109.2,57.0,1.5,23.2
443,1.1,37.3,23.7,45.8,5.0,0.2,41.6,24.0,0.0,9.0,2.6,0.4,3.6,0.8,1.5,1.1,0.1,0.1,12.0,5.9,5.4,2.4,42.2,3.8,33.1,52.3,84.4,12.6,0.5,24.9,42.2,3.2,20.4
444,1.0,1.4,0.3,65.0,2.6,1.3,74.5,0.1,3.8,0.2,0.7,5.6,15.4,1.2,11.6,3.6,12.9,2.3,15.7,20.0,24.3,3.8,103.9,5.6,0.7,0.7,177.6,20.7,12.1,69.2,61.1,0.5,17.0
445,3.9,8.7,0.2,57.3,1.3,0.7,78.3,3.8,1.6,2.5,2.0,0.6,12.0,0.4,3.3,1.9,1.1,0.1,8.5,13.3,12.6,5.8,81.7,10.3,3.4,2.7,225.9,19.0,6.0,43.0,76.0,1.0,16.4
446,0.0,13.8,0.1,52.3,0.1,0.0,30.3,0.2,5.2,0.0,0.1,0.4,3.3,0.0,5.0,0.4,5.2,0.7,0.3,5.1,10.3,0.7,46.9,0.6,0.4,1.0,65.6,1.0,6.1,12.8,39.9,0.0,7.1
447,15.3,0.7,0.0,79.2,14.2,0.5,84.4,1.7,44.0,3.6,8.3,11.1,29.2,2.6,36.1,4.9,33.5,0.5,29.4,20.5,38.3,19.1,74.3,26.6,0.9,0.1,72.3,45.5,33.0,39.6,74.4,10.3,20.0
448,6.5,0.0,0.0,141.3,22.0,2.4,158.4,0.7,19.1,3.4,5.7,52.3,9.9,9.3,39.0,9.9,36.7,1.6,27.8,100.2,27.0,4.7,118.5,9.2,0.0,0.0,110.6,28.3,34.3,50.5,68.7,4.3,30.3
449,39.2,0.0,4.7,180.9,8.8,239.7,305.3,69.6,92.3,63.1,53.5,229.5,78.6,139.6,154.1,163.5,225.6,179.0,29.3,230.1,152.6,47.8,150.1,64.6,95.5,72.0,299.5,51.5,61.7,274.4,151.5,46.8,106.4
450,92.6,2.9,22.2,138.1,14.4,294.4,196.0,83.9,114.3,99.7,112.3,217.0,47.1,236.8,178.2,197.5,240.3,315.4,10.2,141.2,129.7,57.1,93.6,33.9,200.3,138.1,100.0,21.6,91.6,157.7,140.1,80.1,109.1
451,123.6,15.3,57.4,199.3,114.0,312.2,283.0,205.6,114.4,188.9,172.4,218.3,50.2,248.6,173.7,171.2,335.8,320.1,81.1,177.7,194.7,67.1,172.7,70.7,339.3,237.3,156.7,51.2,117.8,146.6,208.8,120.0,171.5
452,53.5,54.9,272.0,187.8,50.0,351.7,425.7,60.6,78.6,98.7,73.7,321.3,119.9,129.4,150.5,140.8,331.2,230.0,132.9,316.1,220.5,98.3,154.2,138.3,184.1,75.6,462.1,141.2,72.9,366.4,139.4,61.5,154.9
453,48.0,4.0,1.4,127.2,26.0,272.7,188.5,39.0,58.6,41.7,37.3,104.7,43.9,86.6,69.0,57.5,101.4,183.2,34.2,118.6,82.1,40.3,73.6,34.2,30.9,15.9,316.5,44.7,46.1,175.9,66.3,35.9,63.4
454,6.0,6.6,0.5,129.9,6.7,1.8,152.2,1.1,11.7,0.4,9.8,8.6,27.0,3.3,23.2,7.7,7.7,0.3,26.9,34.0,32.0,22.4,136.2,29.8,0.0,0.6,283.8,54.5,8.6,98.0,74.8,4.3,29.9
455,0.2,15.4,1.5,65.1,1.3,0.0,77.5,6.3,9.5,0.0,4.4,1.4,11.3,1.4,5.6,1.9,2.4,0.1,4.4,17.5,15.3,7.7,86.6,6.6,0.4,14.1,181.3,8.1,8.7,68.8,53.8,0.0,17.6
456,0.0,32.7,7.0,59.3,2.1,0.0,66.2,8.5,0.4,1.1,0.8,0.1,5.9,0.3,0.7,0.4,0.1,0.1,2.2,8.0,9.6,3.2,98.0,2.7,7.8,19.1,120.7,3.1,0.4,28.1,69.0,0.2,16.0
457,0.0,20.2,3.5,30.9,1.1,0.0,63.7,12.9,0.1,2.1,0.1,0.0,7.1,0.0,1.1,0.2,0.0,0.1,1.2,5.1,5.8,2.4,23.3,2.8,3.3,25.7,158.5,2.4,0.0,34.2,23.0,0.0,13.4
458,0.1,24.5,1.0,33.1,12.8,0.0,38.2,18.9,21.8,0.9,3.8,1.2,20.6,0.4,17.6,5.0,4.4,0.4,23.0,12.9,22.5,8.2,47.0,7.2,0.6,7.9,116.5,28.1,15.8,37.1,32.5,0.0,15.9
459,1.0,0.0,0.1,14.6,6.9,0.0,23.5,1.3,10.1,2.7,5.5,7.0,31.3,0.1,18.7,1.4,16.4,3.6,50.5,34.3,45.4,12.3,29.0,34.4,1.1,0.1,19.6,74.8,23.0,71.9,13.7,3.4,15.4
460,9.6,0.4,0.3,58.4,50.7,1.0,96.6,17.7,43.2,12.0,23.8,49.5,61.4,4.0,80.2,17.0,92.1,3.5,103.5,63.4,90.7,46.3,109.1,71.1,1.0,2.1,48.1,129.8,80.2,63.7,62.1,13.5,40.0
461,6.7,0.2,1.6,75.4,10.6,137.3,207.8,10.0,28.2,11.0,20.1,97.7,11.5,56.1,35.6,42.3,43.3,36.4,15.3,121.0,54.9,11.6,97.7,11.7,5.6,4.6,127.4,31.0,53.2,81.6,57.6,7.7,39.2
462,80.9,2.4,7.9,142.7,31.2,280.7,260.9,37.0,117.6,93.0,92.7,185.7,57.9,200.3,188.0,163.2,303.8,263.8,34.2,167.4,162.5,64.2,124.9,41.0,185.4,62.2,187.8,26.0,118.5,216.3,116.5,79.8,100.7
463,82.7,40.1,83.6,210.2,22.1,217.4,224.6,56.3,97.3,57.8,139.8,237.7,71.2,190.0,169.3,158.3,257.7,292.2,21.1,192.9,224.3,71.8,114.1,44.6,191.2,87.9,183.4,36.2,122.3,194.4,159.5,73.0,111.4
